customerID,children,credit,creditCard,custcare,custcareTotal,custcareLast,directas,directasLast,dropvce,dropvceLast,income,marry,mou,mouTotal,mouChange,occupation,outcalls,overage,overageMax,overageMin,peakOffPeak,peakOffPeakLast,recchrge,regionType,revenue,revenueTotal,revenueChange,roam,churn
1000540,0,b,1,0,0,0,0,0,5,5,6,no,735.12299573,4410.7379744,-0.09747792,,199,70.191701528,75.470982389,66.445637304,0.9367909238,0.9278350515,59.99,,71.326666667,427.96,0.0863064397,0,0
1000554,0,a,1,0,0,0,0,0,0,0,8,unknown,0,0,-1,,0,0,0,0,0,0,50,town,50,50,-0.318615427,0,1
1000566,0,a,0,1,6,1,2,2,9,11,5,unknown,823.69801273,4942.1880764,-0.106065527,,273,0,0,0,3.3823529412,3.4,94.99,,96.733333333,580.4,0,0,0
1000605,0,a,1,0,0,0,0,0,0,0,8,yes,0,0,0,,0,0,0,0,0,0,5,town,5.15,20.6,0.0212765957,0,1
1000609,0,a,1,0,0,0,0,0,0,0,7,no,873.893201,5243.359206,0.0634663145,,0,0,0,0,0,0,59.99,suburban,59.99,359.94,0,0,0
1000621,0,a,1,0,0,0,0,0,3,3,6,yes,325.23002138,1626.1501069,0.0471450704,,124,40.824863246,43.081860055,38.237194709,2.8633540373,2.875,32.49,suburban,44.094,220.47,-0.013033708,0,1
1000630,0,a,1,0,0,0,2,2,5,4,6,yes,1452.9815502,8717.8893011,-0.019841471,,429,631.48092792,659.6837378,611.5235521,2.027027027,2.0287769784,70,suburban,235.09833333,1410.59,-0.009209286,1,0
1000652,1,a,1,0,0,0,1,1,78,73,7,yes,6494.3248592,38965.949155,-0.082280735,clerical,2392,4313.1422084,4565.2115521,4098.2935885,8.6044176707,8.6208333333,75,suburban,554.70333333,3328.22,-0.00623053,0,0
1000662,0,a,0,0,0,0,0,0,8,7,0,unknown,406.71046817,2440.262809,0.0221530013,,77,0,0,0,2.9827586207,3.05,50,suburban,76.768333333,460.61,0.0887207703,7,0
1000675,0,a,1,3,15,2,0,0,12,11,1,unknown,759.60500307,4557.6300184,-0.017983847,,310,124.34683617,131.20424485,111.72633039,5.4137931034,5.3695652174,50,,62.086666667,372.52,-0.018575376,0,0
1000695,1,a,1,0,0,0,0,0,0,0,9,yes,0,0,0,self-employed,0,0,0,0,0,0,5,suburban,5.0866666667,15.26,0.0438247012,0,1
1000711,1,de,1,1,6,1,0,0,1,1,6,yes,62.848013222,377.08807933,0.1841053,,30,0,0,0,1.9180327869,1.9090909091,59.99,suburban,61.11,366.66,0.0496749458,0,0
1000733,0,a,1,0,0,0,2,1,36,32,7,unknown,1219.0332415,4876.1329661,0.1104190891,,363,0,0,0,4.3814814815,4.375,75,suburban,84.4775,337.91,0.0145049149,0,1
1000749,1,a,1,0,0,0,3,3,2,2,9,yes,173.8744969,1043.2469814,0.0033747601,professional,43,0,0,0,4.7111111111,4.5714285714,39.99,suburban,39.99,239.94,0,0,0
1000775,0,a,1,0,0,0,1,1,24,25,5,yes,794.08829297,2382.2648789,0.1300293439,,157,253.00575447,263.50539969,241.87764121,1.8035714286,1.8,57.29,suburban,157.50666667,472.52,0.0017884517,1,1
1000783,0,a,1,0,0,0,5,4,6,6,3,no,1320.6421329,5282.5685316,0.089235153,,285,0.7802649196,0.8201805638,0.7343300486,1.2069632495,1.2074074074,75,suburban,147.9325,591.73,-0.003091902,23,1
1000787,0,a,1,0,0,0,0,0,3,3,7,yes,842.75325267,5056.519516,0.0468133058,professional,173,155.92097922,163.21855524,140.82335566,1.1645833333,1.1590909091,30,town,96.313333333,577.88,0.0048816725,0,0
1000795,0,a,0,0,0,0,0,0,3,3,0,unknown,105.14278118,210.28556235,0.1440149918,,39,0,0,0,2.25,2.2307692308,40,,41.385,82.77,-0.006022645,0,1
1000807,1,a,1,0,0,0,4,4,15,15,9,no,1059.5188931,6357.1133585,-0.016915634,,275,0,0,0,1.9100529101,1.8958333333,75,suburban,89.848333333,539.09,-0.0558502,9,0
1000809,0,a,1,0,0,0,0,0,3,3,7,yes,33.472675418,133.89070167,0.1328948349,professional,22,2.8137443382,2.9264532657,2.5808523872,0.6296296296,0.6428571429,25,,26.8525,107.41,-0.028529085,0,1
1000823,0,a,1,5,5,5,0,0,21,21,8,yes,2082.2136322,2082.2136322,57.769076324,,623,0,0,0,1.2988929889,1.2988929889,84.99,suburban,84.99,84.99,2.2414187643,0,1
1000828,0,de,1,0,0,0,1,1,1,2,4,unknown,420.48957325,2522.9374395,-0.058392304,,116,89.336351893,93.771964154,80.850047284,1.0686567164,1.0740740741,40.07,,76.565,459.39,0.0415625411,0,0
1000837,1,a,1,0,0,0,6,7,10,10,9,unknown,1356.0213218,4068.0639653,0.0809339034,professional,361,0,0,0,6.847826087,6.8125,159.99,suburban,161.47666667,484.43,-0.027120705,0,1
1000842,0,a,0,3,16,3,3,3,2,3,0,unknown,438.53217793,2631.1930676,-0.012679152,,160,78.939512063,82.507144197,74.508153009,1.914893617,1.9074074074,21.61,,66.116666667,396.7,0.0422294675,0,0
1000859,0,a,1,0,0,0,0,0,4,3,9,yes,509.79764652,3058.7858791,0.0572336187,professional,117,21.1273537,21.984507277,18.953560136,14.217391304,13.625,50,town,61.09,366.54,-0.059604794,4,0
1000888,0,a,1,0,0,0,2,2,11,13,5,no,621.48314463,2485.9325785,0.0223043439,,244,0,0,0,6.3308270677,6.3235294118,75,,77.52,310.08,0,0,1
1000905,1,b,1,0,0,0,0,0,0,0,6,no,0,0,0,,0,0,0,0,0,0,10,rural,10.13,60.78,0.017,0,0
1000938,1,aa,1,1,5,1,0,0,0,0,9,no,1.2539740728,6.2698703642,0.0020266492,professional,1,0.3093617243,0.5356336496,0,0,0,11.5,suburban,11.634,58.17,0,0,1
1000959,0,a,0,1,6,1,0,0,68,78,9,yes,1226.3382778,7358.0296667,0.087252832,,449,160.62856635,168.08978641,150.15392702,4.0867924528,4.0957446809,84.99,suburban,119.40166667,716.41,0.0676944277,0,0
1000965,1,a,1,1,5,1,0,0,1,1,9,no,510.50462536,2552.5231268,0.0125934265,professional,215,2.0047670181,2.1035068854,1.8704121052,1.3449781659,1.34375,55,,65.498,327.49,0.0534458509,0,1
1000983,0,a,1,0,0,0,3,2,7,8,9,no,416.88757773,2501.3254664,-0.061434197,self-employed,137,0,0,0,1.237704918,1.2419354839,69.99,,69.99,419.94,0,0,0
1001008,1,a,1,0,0,0,0,0,1,1,4,no,566.8906261,1700.6718783,-0.08942449,professional,71,24.379456639,25.630442232,23.029037475,6.3103448276,6.4444444444,40.79,town,47.436666667,142.31,-0.016880212,0,1
1001009,1,a,1,0,0,0,1,1,0,0,9,yes,111.72567025,670.35402153,0.0195761427,professional,40,0,0,0,18.833333333,18.5,9.71,,10.653333333,63.92,-0.06,0,0
1001019,0,a,1,0,0,0,0,0,1,1,6,no,68.607180412,137.21436082,-0.109763746,professional,40,0,0,0,7,6.6,29.99,suburban,30.33,60.66,-0.022171503,0,1
1001034,0,a,1,0,0,0,0,1,0,0,9,unknown,147.51209549,442.53628647,-0.014464644,professional,86,0,0,0,3.1111111111,3.0909090909,29.99,suburban,37.34,112.02,0.0029000791,7,1
1001041,0,aa,0,7,39,6,0,0,11,13,0,unknown,439.82423458,2638.9454075,-0.107387166,,110,0,0,0,1.1086261981,1.1063829787,44.99,,44.99,269.94,0,0,0
1001067,0,a,1,3,18,3,17,14,11,11,7,unknown,1384.8281011,8308.9686067,-0.133823334,,580,273.54846373,286.54883552,258.22020703,2.8105147864,2.8041958042,77.49,,156.395,938.37,-0.017704751,0,0
1001081,1,b,1,1,1,1,0,0,2,2,7,no,450.64747926,450.64747926,16.515585878,,175,0,0,0,1.6515151515,1.6515151515,79.99,,79.99,79.99,1.6672224075,0,1
1001094,0,a,1,0,0,0,0,0,18,16,8,unknown,1070.1010095,6420.6060573,0.1991228081,,294,71.743246307,77.969962804,66.112375313,11.256944444,11.346153846,45,,63.691666667,382.15,-0.026097636,0,0
1001099,0,a,1,1,1,1,0,0,3,3,7,yes,12.48795101,12.48795101,-0.98930823,,12,0,0,0,0.3333333333,0.3333333333,30,rural,30,30,-0.527112232,0,1
1001108,1,a,1,0,0,0,0,0,1,1,7,no,205.37588565,1232.2553139,0.1452468943,,98,0,0,0,0.9632107023,0.962962963,30,suburban,30.23,181.38,-0.028811913,0,0
1001123,1,a,1,0,0,0,0,0,10,11,7,yes,324.84762432,1949.0857459,-0.134954217,professional,91,57.02886392,59.294396216,52.307837621,1.281512605,1.2972972973,24.99,suburban,47.491666667,284.95,-0.028428094,0,0
1001149,1,a,1,0,0,0,5,4,3,2,7,unknown,428.38322503,1285.1496751,0.0935347377,,101,195.26094153,203.71629148,182.53513794,3.5223880597,3.5416666667,29.99,,107.99333333,323.98,0.0421988835,0,1
1001157,0,a,1,1,7,2,1,1,6,6,6,yes,436.10466811,2616.6280087,-0.024192912,,244,133.66951273,144.68028704,122.56971278,3.6709265176,3.6851851852,45.25,suburban,122.36333333,734.18,0.069275338,0,0
1001176,1,a,1,0,0,0,0,0,2,2,9,yes,290.1411241,1740.8467446,0.1351237082,,71,0,0,0,5.4393939394,5.6363636364,84.99,town,84.99,509.94,0,0,0
1001179,0,a,0,0,0,0,0,0,0,0,7,no,0,0,0,,0,0,0,0,0,0,30,,30.348,151.74,0,0,1
1001200,1,a,1,0,0,0,1,1,3,3,9,yes,449.60283198,2697.6169919,0.0166786721,self-employed,161,0,0,0,3.3513513514,3.3846153846,50,,51.566666667,309.4,-0.027423348,0,0
1001210,0,b,1,0,0,0,0,0,3,3,5,no,545.81742964,3274.9045778,0.0682302425,,301,0,0,0,0.3435171386,0.3424657534,44.99,,44.99,269.94,0,4,0
1001227,1,de,1,0,0,0,0,0,0,0,9,yes,0.2629625447,1.0518501789,0.0301260705,,0,0,0,0,0,0,12.61,suburban,12.9025,51.61,0.0205047319,0,1
1001231,0,a,0,0,0,0,0,0,27,23,0,unknown,932.26235883,5593.574153,0.0085280152,,201,0,0,0,4.679245283,4.7272727273,75,,79.743333333,478.46,0.0672698662,2,0
1001248,1,c,1,0,0,0,0,0,5,5,6,no,746.59612726,746.59612726,-0.153860176,professional,230,188.13155898,188.13155898,188.13155898,1.2772277228,1.2772277228,50,,98.73,98.73,0.213048286,0,1
1001256,1,a,1,8,50,8,1,1,12,11,5,yes,989.12325644,5934.7395386,0.1023179055,,328,130.72019652,141.86224155,124.54374836,0.9969543147,0.994011976,50.03,rural,94.7,568.2,0.0215123158,0,0
1001257,1,a,1,0,0,0,0,0,2,2,5,yes,132.9071533,398.7214599,-0.062580509,professional,62,1.0250236761,1.0980306078,0.9726518322,2.1896551724,2.1578947368,30,,31.433333333,94.3,0.0124401914,0,1
1001273,0,b,1,0,0,0,0,0,0,0,9,yes,0,0,0,,0,0,0,0,0,0,0,suburban,4.955,9.91,0.0560165975,0,1
1001276,0,a,0,0,0,0,0,0,0,0,0,unknown,10.455392249,62.732353495,-0.034973195,,4,0,0,0,3,3,19.95,suburban,20.133333333,120.8,0.019990005,0,0
1001306,1,a,1,0,0,0,1,1,0,0,9,yes,46.448879173,278.69327504,-0.114017687,professional,10,0,0,0,1.0714285714,1.25,30,suburban,31.105,186.63,-0.024984385,0,0
1001313,0,b,1,0,0,0,1,2,2,2,7,yes,193.39844745,966.99223723,0.0033899847,,86,0,0,0,2.6302521008,2.6538461538,29.99,suburban,33.056,165.28,0.0375871476,0,1
1001317,0,a,1,0,0,0,0,0,1,1,5,yes,48.230284514,289.38170708,-0.093823964,,13,0,0,0,1.7142857143,2,32.49,,35.858333333,215.15,0.0263157895,0,0
1001339,0,c,0,0,0,0,0,0,13,11,0,unknown,892.13964036,5352.8378422,-0.05595384,,379,0,0,0,1.8308457711,1.8270676692,75,,76.711666667,460.27,-0.053508329,1,0
1001344,0,a,1,0,0,0,6,6,12,13,7,no,371.07433714,742.14867428,0.1352333453,clerical,96,174.90390782,180.2064198,169.60139583,2.3103448276,2.2903225806,46.54,,101.595,203.19,-0.049812842,0,1
1001362,0,gy,0,0,0,0,0,0,0,0,0,unknown,34.497829211,34.497829211,-0.912569884,,17,0,0,0,7.5,7.5,40,,43.57,43.57,-0.55989899,0,1
1001363,1,a,1,0,0,0,0,0,0,0,8,yes,44.305706982,265.83424189,-0.060959183,,18,0,0,0,2.1176470588,2.2,30,town,30.216666667,181.3,0,0,0
1001381,1,a,1,0,0,0,0,0,0,0,7,no,81.927253477,491.56352086,0.0210308152,,26,0,0,0,12.083333333,12.5,30,,30.608333333,183.65,-0.052731291,0,0
1001383,0,b,0,4,19,4,2,2,14,14,0,unknown,573.25890336,2866.2945168,0.0044893239,,166,0,0,0,1.7368421053,1.7333333333,59.99,,59.99,299.95,0,0,1
1001406,0,b,0,4,22,3,0,0,4,4,6,no,776.96466962,4661.7880177,0.1765857809,,361,11.356822238,12.295652255,10.393536934,1.7817715019,1.7816901408,37.99,,46.19,277.14,-0.020976116,0,0
1001415,0,b,1,0,0,0,1,1,3,3,5,unknown,275.39419824,1652.3651894,0.052965076,professional,152,0,0,0,7.2342342342,7.1666666667,50,,55.935,335.61,-0.025282885,1,0
1001418,0,a,1,0,0,0,0,0,2,2,0,unknown,43.009487988,86.018975977,0.0963353288,,19,0,0,0,1.5333333333,1.5,29.99,,30.725,61.45,0.0490163388,0,1
1001447,1,a,1,0,0,0,0,0,1,1,9,yes,58.672083096,293.36041548,0.1064422317,professional,27,0,0,0,1.68,1.6363636364,30,town,32.51,162.55,-0.059887341,0,1
1001461,0,c,0,2,4,2,0,0,4,4,4,no,579.95905151,1159.918103,-0.02753029,,164,85.123856621,85.824512584,84.423200659,3.8805970149,3.8787878788,50,,78.47,156.94,-0.063903282,0,1
1001473,1,c,1,0,0,0,0,0,0,0,4,yes,15.745101617,15.745101617,-0.972467072,,8,2.1136173278,2.1136173278,2.1136173278,7,7,20,,21.48,21.48,-0.716921455,0,1
1001476,0,b,0,3,20,4,2,2,13,14,0,unknown,1008.4943788,6050.9662729,0.0631032204,,373,292.54668908,302.64820797,274.90204116,2.2897058824,2.2881355932,70.23,,178.11166667,1068.67,0.0359531773,17,0
1001487,1,b,1,0,0,0,0,0,0,0,6,yes,189.00219935,1134.0131961,0.0215328493,,53,0,0,0,3.1558441558,3.0769230769,61.44,suburban,62.95,377.7,-0.013170575,1,0
1001512,0,b,1,0,0,0,3,4,6,6,8,no,1452.6630247,8715.9781479,-0.152489606,,463,161.20773575,165.74315908,152.16161397,1.7046783626,1.7083333333,104.99,town,147.505,885.03,0.071197411,0,0
1001522,0,a,1,0,0,0,0,0,3,3,4,no,482.59617185,1447.7885155,0.0531451875,professional,149,0,0,0,1.7195121951,1.7321428571,59.99,,59.99,179.97,0,0,1
1001527,1,a,1,2,14,3,1,1,3,3,9,yes,396.10690961,2376.6414576,-0.038182789,,93,69.931236898,74.153435104,65.063176999,4.018018018,4.0588235294,30,suburban,54.966666667,329.8,0.0296807915,0,0
1001550,0,a,1,0,0,0,1,1,1,1,5,no,38.420992461,153.68396984,0.0373404735,self-employed,14,0,0,0,3.5,3.6666666667,29.99,suburban,33.495,133.98,-0.063736903,0,1
1001566,0,a,1,0,0,0,0,0,6,5,4,yes,42.725520353,213.62760177,0.0241462627,professional,15,0,0,0,0.8780487805,0.875,30,,30.178,150.89,-0.001663894,0,1
1001569,0,a,1,8,50,9,1,1,9,11,6,unknown,937.96234024,5627.7740414,-0.057124692,,221,0,0,0,0.5787589499,0.5777777778,44.99,,44.99,269.94,0,2,0
1001578,0,a,1,0,0,0,1,1,0,0,4,no,21.82082513,109.10412565,0.0061434999,clerical,11,0.9913643283,1.0654493851,0.961693546,1.75,1.75,19.99,unknown,21.394,106.97,-0.025605214,0,1
1001587,1,a,1,0,0,0,0,0,2,2,7,yes,589.33721792,3536.0233075,0.0217715474,,307,0,0,0,0.6288751107,0.6262626263,59.99,suburban,60.52,363.12,-0.017684624,0,0
1001603,0,b,0,7,42,6,0,0,8,9,7,yes,1201.35805,7208.1483001,-0.144277434,,438,0,0,0,0.5202312139,0.5182481752,35.99,,36.723333333,220.34,0.0037858302,0,0
1001616,0,a,1,0,0,0,0,0,2,3,7,no,320.23024646,1601.1512323,-0.050711143,,88,0,0,0,0.9909090909,0.976744186,44.99,,44.99,224.95,0,0,1
1001627,1,b,1,5,15,5,0,0,0,0,9,yes,81.902712314,245.70813694,0.0643692517,clerical,42,0,0,0,1.54,1.5294117647,28.78,,29.346666667,88.04,-0.02605753,0,1
1001646,0,a,1,0,0,0,1,1,2,3,6,yes,513.74048922,3082.4429353,-0.100113587,self-employed,230,43.749123384,47.302084918,40.343679955,2.9008498584,2.8965517241,37.5,suburban,48.291666667,289.75,0.0462465046,0,0
1001650,0,a,0,0,0,0,0,0,1,1,6,no,71.478307958,357.39153979,0.1098264727,,21,0,0,0,1.5609756098,1.5555555556,29.99,,29.99,149.95,0,0,1
1001667,0,b,0,0,0,0,9,9,14,11,0,unknown,566.55123744,3399.3074246,-0.006602212,,159,56.504797959,59.330909188,52.598811071,2.6197718631,2.619047619,48.83,town,62.483333333,374.9,0.0049128368,0,0
1001678,0,a,1,0,0,0,0,0,2,2,7,unknown,222.4537312,222.4537312,-0.590509189,,85,0,0,0,2.2692307692,2.2692307692,50,suburban,51.17,51.17,-0.193029491,0,1
1001689,0,c,1,0,0,0,0,0,0,0,9,unknown,2.0011589542,2.0011589542,-0.991004156,,1,0,0,0,0,0,29.99,town,29.99,29.99,-0.413914403,0,1
1001692,0,a,0,0,0,0,11,10,7,8,6,unknown,1965.7227977,11794.336786,-0.017626473,,634,0,0,0,3.5231866825,3.5367647059,159.99,town,161.54666667,969.28,0.028064254,0,0
1001706,0,a,0,0,0,0,4,3,6,5,6,no,358.83018483,2152.981109,-0.115046651,,103,12.992279267,13.73102377,11.712828784,6.2352941176,6.3846153846,35.99,,40.741666667,244.45,-0.02633504,0,0
1001710,0,a,0,0,0,0,0,0,1,1,0,unknown,83.453193202,83.453193202,-0.752215699,,13,30.48194576,30.48194576,30.48194576,1.1666666667,1.1666666667,30,,38.97,38.97,-0.024042074,0,1
1001728,0,z,1,0,0,0,1,1,8,8,5,unknown,912.08691514,5472.5214909,-0.004857732,,479,0,0,0,0.9419311276,0.9401709402,85,suburban,85,510,0,0,0
1001732,1,a,1,0,0,0,1,1,17,17,5,yes,877.13829745,877.13829745,0.0155905167,,354,115.15025928,115.15025928,115.15025928,2.8064516129,2.8064516129,59.99,,84.37,84.37,-0.007411765,0,1
1001756,0,c,1,0,0,0,0,0,9,8,3,unknown,376.39612427,1129.1883728,-0.084608451,,166,0,0,0,2,2,65.66,suburban,65.66,196.98,0,0,1
1001762,0,a,1,0,0,0,0,1,1,1,5,no,227.31436113,1363.8861668,0.0119634549,professional,85,0,0,0,2.2012578616,2.1923076923,50,,50.786666667,304.72,-0.001594578,0,0
1001769,0,a,1,0,0,0,0,0,0,0,9,unknown,113.55551072,227.11102145,-0.046363844,,70,0,0,0,0.8783783784,0.8888888889,29.99,suburban,31.09,62.18,0.02079948,0,1
1001781,0,b,0,0,0,0,0,0,14,11,4,yes,488.19524361,2929.1714617,-0.009640037,,195,0,0,0,13.625,13.428571429,57.92,,57.92,347.52,0,0,0
1001789,1,b,1,0,0,0,1,1,4,3,7,yes,545.2988184,1090.5976368,-0.048532146,,177,28.338889859,29.543769929,27.13400979,2.2990654206,2.3076923077,32.49,suburban,46.885,93.77,0.0367072111,0,1
1001810,0,b,1,0,0,0,0,0,4,4,0,unknown,533.41251444,3200.4750866,-0.064941518,,232,11.759140807,12.819126476,11.227656277,3.9466192171,3.9565217391,50,,55.116666667,330.7,-0.009149131,0,0
1001819,1,a,1,0,0,0,0,0,1,1,6,yes,22.029000984,22.029000984,-0.958154515,self-employed,9,0.7639027597,0.7639027597,0.7639027597,0,0,29.99,,31.38,31.38,-0.420498615,0,1
1001823,0,a,1,0,0,0,0,0,0,0,5,no,1582.3734898,9494.2409391,0.0167936246,self-employed,0,0,0,0,0,0,54.99,,54.99,329.94,0,0,0
1001833,0,a,1,0,0,0,2,2,1,1,7,yes,104.81979755,314.45939265,-0.048294833,,25,11.857245437,12.433791386,10.956736073,3.625,3.8,29.99,,36.8,110.4,-0.032835024,0,1
